TradeDate,Time,StartDateTime,PriceDAM,PriceIDA1,PriceIDA2,PriceIDA3,PriceImbalance,EirgridActualDemand,EirgridActualWind,NIV_Actual,TotalPN,ActualMeterData,Aggregated Forecast,AggregatedForecast,PredictedICFlow,PumpStorage,GB DAM Epex,GB DAM N2EX,GB DAM HH Epex,PostIDA1Flow,PostIDA2Flow,LoadForecast_MW,EirGridDemandFc_DAM,Meteo_ISEMDEMAND_DAM,EirGridWindFc_DAM,Meteo_ISEMWIND_DAM,EmSys_C_ISEMWIND_DAM,EmSys_U_ISEMWIND_DAM,ISEMSOLAR_DAM,EirGridDemandFc_IDA1,Meteo_ISEMDEMAND_IDA1,EirGridWindFc_IDA1,Meteo_ISEMWIND_IDA1,EmSys_C_ISEMWIND_IDA1,EmSys_U_ISEMWIND_IDA1,ISEMSOLAR_IDA1,EirGridDemandFc_IDA2,Meteo_ISEMDEMAND_IDA2,EirGridWindFc_IDA2,Meteo_ISEMWIND_IDA2,EmSys_C_ISEMWIND_IDA2,EmSys_U_ISEMWIND_IDA2,ISEMSOLAR_IDA2,EirGridDemandFc_IDA3,Meteo_ISEMDEMAND_IDA3,EirGridWindFc_IDA3,Meteo_ISEMWIND_IDA3,EmSys_C_ISEMWIND_IDA3,EmSys_U_ISEMWIND_IDA3,ISEMSOLAR_IDA3
2025-01-01,05:00:00,2025-01-01 05:00:00,179.0096187909875,194.99559300859758,,,146.6492152723763,4649.097338409942,1794.429376611522,451.3649933147208,4516.538319487124,4612.34872981805,4602.991198639825,4560.194594748172,68.52764564623703,41.57002346681102,167.57928911409755,186.2096893391783,168.45084842953187,44.53083082163691,173.95972745571683,4579.715060376952,4598.827856871929,4546.267036067261,1793.4172002756309,1671.344672235618,1718.0429639725837,1633.881257312743,27.72238378763088,4460.1640414774165,4560.1596345128855,1767.8951776856604,1603.9425573220049,1926.2513870618338,1683.1067483375452,0.0,,4709.610032200441,,1781.2530023621268,1891.3475609464251,1533.832400505354,,,4473.146005497299,,1730.6595953070555,1733.7477099122045,1986.1144076765663,
2025-01-01,05:30:00,2025-01-01 05:30:00,163.3758771032725,140.1051579769614,,,207.49411241598477,4970.253336287723,1694.8427292070871,13.144360610702332,4896.103991148701,5049.153238449172,4858.921915694034,4843.013959557238,456.9339869054384,46.803919317392655,160.42596010839486,175.5988041918006,172.60075887479263,284.41129326506785,-171.22759423864676,4928.32353539029,4890.791533697561,4933.646846511023,1633.7291275097075,1790.2150901947039,1674.7927777027487,1912.8291291090109,0.0,4900.0583532722985,4841.560871971529,1693.010511980606,1726.5432693459766,1556.5913446042675,1534.2703004782688,4.778763979025388,,4903.6295685582845,,1595.5346075166274,1589.1133903761145,1588.8181797072032,,,4875.716122805666,,1449.1610725991068,1681.2135958197932,1819.0773079585276,
2025-01-01,06:00:00,2025-01-01 06:00:00,159.68892381668616,164.38909623151378,,,221.54651484100071,4710.908638832509,1628.9550872659981,-529.8354140279503,4725.652026880631,4718.231299084627,4604.4395078740035,4696.387389148478,-217.6537260548442,40.299183515127865,167.8692953353486,165.88710912118125,175.5691325667765,-70.04761396176085,187.43609664168372,4743.080521961892,4743.8840456472435,4618.799382410067,1796.6913661037265,1684.6351920062157,1631.4749187376979,1665.1245648544468,0.0,4693.925068826192,4782.920402377124,1634.597825789288,1643.480119398778,1496.6380670444225,1697.732608637504,24.59467865715751,,4585.0609506403125,,1734.2601793092306,1647.9025501595834,1789.994140145359,,,4711.693302692485,,1693.7825271191311,1799.6373297284406,1836.3776837603998,
2025-01-01,06:30:00,2025-01-01 06:30:00,191.3906698102122,192.3164238381223,,,120.97699215939004,4752.68304455339,1955.9433044612765,54.46954916368321,4798.873265460639,4742.94127260828,4996.20230705443,4938.634925310022,-245.43073050555296,27.6609934119484,187.89771954561806,185.64867472601918,203.71759379186926,36.032814127813815,-10.190571973271094,4789.2318698823865,4791.620195242202,4737.276429540167,1806.1955580658039,1888.0604522218293,1838.4220845180987,1899.7565761649103,38.21008736685,4623.150439791101,4873.78700966989,1758.6016275736495,1868.4299582206777,1946.4708740154729,1848.781828975924,56.44574236896278,,4942.510002563352,,1688.359909261543,1721.4152939856722,1707.308106580321,,,4834.730841072823,,1949.1223577084397,1722.9794396437514,1692.800073255035,
2025-01-01,07:00:00,2025-01-01 07:00:00,174.0233798247044,190.04073599108662,,,229.92118507235747,4714.875720790476,1747.1823941384089,124.1255981753688,4729.527005623599,4719.189963205289,4781.925069187927,4745.624329419244,-190.19776932272342,39.55134945968364,180.14884711014767,179.15156650890196,179.80380078655875,133.40308317644306,-77.66633992549153,4601.623629580053,4654.916349878883,4747.125494952257,1720.207769445098,1807.200084467711,1662.729989382951,1820.9599800008132,128.43317231498105,4742.141425482142,4646.017211612756,1848.6938668178286,1526.464195595196,1615.676981551537,1959.2019775988485,79.8086079999376,,4615.6832339674265,,1946.1025547540698,1758.1001067123027,1739.5677131261978,,,4657.051222520741,,1802.1045290193413,1925.3985273419617,1938.1120996956777,
2025-01-01,07:30:00,2025-01-01 07:30:00,166.34990355868504,164.05618624999488,,,172.66806769830282,4664.719186459046,1530.9881021444596,-128.7145410325197,4558.167761350118,4591.271947353451,4579.853125948027,4496.787318324944,-73.29398802145998,53.38705782280965,157.88760688983598,158.5157441424759,162.9506663341506,183.90088565505206,27.654177141625045,4497.546680942805,4508.841681579053,4552.167140468511,1426.3043972408739,1557.3365885858473,1423.5142975093404,1473.5757480084242,229.4361868524685,4626.835083265758,4587.208771283054,1699.514770604221,1401.4667411109763,1468.1486870308743,1350.5285426733867,185.83648638447445,,4483.574673730954,,1617.9049375687734,1531.8773282067382,1651.3393185446066,,,4620.665157557651,,1402.3297678975118,1467.4992700118778,1459.6242726797134,
2025-01-01,08:00:00,2025-01-01 08:00:00,153.47789629798214,166.4354884955358,,,188.41042573572548,4637.5727259555815,1680.7438998268622,-127.50381682264894,4561.200285951507,4624.655145663721,4657.779916647893,4581.412295243269,-114.70822581773952,28.95250453981155,148.23940175814622,170.62658250583272,157.02520242099988,-222.28291961268954,226.81152114325863,4736.436419243617,4659.367260441116,4468.145088935385,1616.9260280870617,1730.983618579883,1800.6447481502325,1655.8207636229283,242.4416523112547,4576.911795981224,4582.921501890229,1833.8561920716863,1886.482915261943,1616.4130820466958,1609.471192852411,230.14747852391503,,4653.99673185504,,1638.7290073277043,1655.2201142519875,1750.2006089969607,,,4624.7701920781265,,1754.0202388589037,1900.4733985886444,1995.1367517069448,
2025-01-01,08:30:00,2025-01-01 08:30:00,167.6357007971271,164.62802239647073,,,189.24517202546926,4803.737962844181,1444.0870296931248,-3.57153246719699,4859.528620889851,4687.460433159391,4756.870492868438,4924.341251467349,-228.9453629868336,30.42498332543602,152.8137226736329,163.40085341404395,168.0581610105611,72.87190964198822,8.177313481725768,4858.456268935247,4698.938157363935,4747.358839923852,1522.3515934881416,1246.9065992557062,1579.8728793722426,1741.6812974812594,270.8224497273793,4746.717684428302,4679.341692868012,1363.5142907432619,1578.8967354651097,1507.5860629882793,1409.8835667643302,305.90999733353675,,4852.992739811889,,1359.4322062091856,1480.4294863788903,1775.97708869824,,,4755.251359382889,,1324.037010134993,1510.8300365866103,1382.993551130358,
2025-01-01,09:00:00,2025-01-01 09:00:00,144.12150408917338,149.99010004819857,,,190.90455835952017,4615.243261557565,1875.5865299773634,216.46696153719148,4535.9295300406475,4614.113354211555,4500.433292152731,4602.176715101041,-10.925709162120693,68.38580825698111,126.55023844126902,141.8307022089565,147.6131183627857,26.398500264819642,-177.32185935687767,4785.901795590827,4751.451718706591,4677.6364601170435,1695.6355911233925,1952.116870532109,1746.306241594914,1903.4739452694616,322.1957144170924,4620.999212369718,4507.200523843376,1885.1581214041319,1748.9491142353377,1977.4213156908352,1957.2935859231297,401.04063030317366,,4692.582113175234,,1856.9273182590225,1851.645935874599,1828.5347735212895,,,4473.026136539505,,1908.2961135749701,1934.6035784021374,1968.3002388173636,
2025-01-01,09:30:00,2025-01-01 09:30:00,162.50736297856534,134.4485472492116,,,164.66098038884715,4259.445121569063,1669.6364720440808,17.992821568144798,4217.931957551099,4238.661890416822,4385.1733094734545,4338.142536745104,343.45098814689015,35.53038812705767,160.74789149017437,175.45232392049746,175.7446815389249,54.503347652136306,67.86265380067606,4246.752697213501,4372.201989522008,4293.1219182853665,1674.0341957482758,1373.7472522653024,1676.0705003179391,1482.61958160858,399.16955144046204,4296.066705661776,4433.189949789803,1624.9173042958075,1808.1005698105096,1500.8258123331711,1444.5776952440303,364.927105874614,,4091.076006468996,,1499.2882480401524,1603.6560506947596,1583.946274551265,,,4157.845141196959,,1761.108579886728,1552.6573840621875,1538.3507251706883,
2025-01-01,10:00:00,2025-01-01 10:00:00,145.7821249230838,97.37532323242633,,,95.81539263692783,4452.171029975099,1720.4753046337357,263.3805547816474,4332.166131211407,4406.312500319473,4507.681620848791,4503.063516304448,-32.96013794251274,11.868708518951003,153.28236521102897,142.10063730882752,146.48588853119438,10.734582948727516,65.30266008876842,4378.805062560326,4311.260203922179,4262.020809951959,1826.2022069333602,1507.2805487550008,1568.2765341519237,1457.0403943202446,386.6772354137562,4362.139284675341,4336.876986731414,1610.1814262376806,1794.739961918582,1695.60669306369,1623.3147365321556,411.6875760614786,,4552.1447740399435,,1643.8563529918972,1475.1014982365664,1494.8889087233372,,,4402.203942705985,,1585.161293700459,1472.2675051151252,1531.9303326637678,
2025-01-01,10:30:00,2025-01-01 10:30:00,175.11711779277869,181.47368744847822,,,170.8645974454361,4619.521699892456,1594.3495655011934,203.61945105544345,4673.271699258879,4679.2061961620375,4426.561326115504,4282.415938361511,-21.216589173153835,45.71348249432451,176.96913092552202,176.7075111138742,155.06915281562266,308.3169146714565,-30.444139320376298,4520.867920794287,4668.220248931122,4722.36306495475,1663.034582548789,1496.2991999236306,1887.8158485764284,1677.910619669869,418.6573211925293,4549.160688206633,4669.632299448848,1659.5329795766343,1876.9934404423984,1389.9323273034597,1616.446266401248,472.8725446327777,,4499.673640884843,,1583.9156963913247,1677.119865339311,1366.0469842541274,,,4650.403570096777,,1488.0970055058374,1742.096013267115,1855.8062306729366,
2025-01-01,11:00:00,2025-01-01 11:00:00,137.5560232041442,142.76550885718993,138.62633493704857,,146.00721842607842,4322.582617187747,2100.034379686939,-41.18125936743175,4312.941790922113,4253.835510725487,4327.067336380503,4430.863180977237,75.44742485510261,37.234954224696,152.1588720926049,112.54142081938997,149.15058908849875,-160.3509405030487,163.4471161656265,4399.45936843181,4384.106293538756,4281.008402524058,1960.296206868559,2057.4130062062222,1831.8265882275498,1833.9851476171225,500.43994661803845,4213.413699238766,4326.488301021142,1951.397069841331,1911.91254876198,2181.480621870349,2079.5207649607974,517.1494813078308,4177.752560411626,4339.673894411029,1807.202345574408,1987.533288625633,2028.3636832366321,2125.6591977650914,486.958467275276,,4391.658475954044,,1807.6130711595297,2115.387388875224,1837.2913429719529,
2025-01-01,11:30:00,2025-01-01 11:30:00,128.41487511052077,135.8530160751393,123.11887873429355,,111.36233077495379,4059.9835403370266,1680.2587320572452,-282.6942766547707,4107.826021335933,4020.553295534595,4070.828954317317,3951.9105830053877,142.48625030892765,18.202493523969103,127.48688076264388,128.86628867040213,135.1813554725136,-171.00062633686872,-366.2631974517493,3956.854061511373,3996.118553250283,4069.3557356616425,1591.6826522147494,1672.6242256368657,1730.642635939109,1685.8861912508578,541.2536520494741,4126.370532946537,3908.982470166597,1713.5454477033356,1613.9118151866714,1595.5172139965307,1594.5302429158098,570.133746853521,4019.724509491239,4055.9038236909237,1471.310411567789,1827.7702213837185,1784.5588700134338,1568.0359264570216,498.64227911484545,,4062.297108370973,,1901.2645276623762,1614.608588991155,1731.3243087583357,
2025-01-01,12:00:00,2025-01-01 12:00:00,148.31802141934884,137.98819157297552,153.96524406509403,,166.29612121490518,4473.639778143859,1679.047967338822,-40.80075098334361,4395.186047082119,4498.59189290322,4425.828397497014,4421.9427053848285,302.11015426523755,10.128860505418523,130.11663017089,158.85522942400956,152.1169913954193,-147.77512386661468,57.131692439385155,4455.224705803263,4482.579185479024,4557.249846266915,1655.4665676200316,1905.280840485478,1712.7215284760387,1398.998308914379,558.95737357013,4528.371456874246,4483.284279333677,1666.7476572250284,1642.1831930200194,1726.1907450422332,1692.3144762585503,525.6677469039389,4437.910368248871,4490.165820354036,1737.0700682346883,1770.3040005857517,1547.3601397848195,1468.4799045899297,538.1348445568239,,4497.656958276997,,1564.3708166402614,1867.456465688051,1520.8151886128871,
2025-01-01,12:30:00,2025-01-01 12:30:00,115.20709231333575,141.00341337787262,128.3752936719395,,105.64534725354572,4271.104265208088,1648.7396427856524,94.76683207110365,4145.759726472841,4225.795604526457,4455.727309698783,4399.932707030497,52.80910527396322,34.29476146043564,121.64903547879447,112.31667782190411,103.11457987585496,-52.23574703168122,125.49580585981111,4274.190881181698,4237.238275081698,4234.24078096291,1604.8701872201102,1504.1926992373678,1607.9621210280159,1628.89753988342,555.1981079944279,4154.533613979768,4259.046566418728,1595.0259519256558,1804.880105312861,1718.1564715043437,1604.8517676464649,524.7683501150323,4258.643709962464,4200.445825289444,1487.3364759863418,1808.651492158088,1657.7234131715913,1641.7182353698763,570.7890718736891,,4309.426278868961,,1839.784847963402,1464.314712397158,1688.6205374029655,
2025-01-01,13:00:00,2025-01-01 13:00:00,136.62271340118343,126.31621003458099,117.64266822623773,,105.25665012136767,4063.518288443246,1903.7569994291462,10.780825748304473,4066.391469979832,4297.592495457412,4300.778013043395,4246.596016042604,-0.5844121429812068,28.918182549280765,128.83743217579052,146.77478922734525,128.63490512733514,52.797062422007976,-231.8106545383523,3961.1910449707625,4149.632903945099,3920.5424624278207,1997.0354547101065,1709.8587677469363,1753.8758876569127,1962.2811961447162,579.9241324342883,4024.1976174250663,4084.6143531487605,1751.5565141409265,1689.8195935653,1868.3644764901771,1700.7281504193306,530.1760478869522,4068.2371799711786,4186.684988079836,2011.7931262364623,1900.5942909091136,1665.2916783229173,1782.9575463852807,547.4897036637904,,4052.760454155166,,1831.5227440487404,1851.5230935679574,2096.625884250145,
2025-01-01,13:30:00,2025-01-01 13:30:00,135.01622379933735,140.6892719468422,111.22530977212824,,86.39132783711041,3987.7521530563904,1856.1483772177587,114.19646970443304,4014.2836911511517,4047.548461660477,3991.132677567244,4078.1614644461524,-218.13716606895457,7.603503739912952,139.27503029182668,138.83848777473264,128.43157668884396,-82.1056085604721,-237.32169365317344,4098.807913903195,3997.637783349254,4195.658260375101,1784.4313534456567,1539.2675882903204,1799.6873312782786,1767.5917795930523,541.8207524709215,3939.6412688552373,3972.479055633084,1803.9177584245883,1832.3568682360556,1781.3020032317854,1814.0119275949146,535.5802778208347,4128.835562636906,4006.9788062207467,2005.1902158065611,1851.3085915242207,2071.7185828841957,1752.2811901519572,580.8511880003292,,4090.9878113480845,,1646.1048221845501,1766.082810367985,1865.788364659028,
2025-01-01,14:00:00,2025-01-01 14:00:00,152.0707606366126,160.76663917652505,145.3486251469907,,129.0219556401518,4198.646433589542,1810.5383266836332,155.41559570694963,4217.292110508473,4107.422128466181,4178.2824848374585,4273.4083006983465,162.79148462879897,28.407472325034107,132.21594107231874,168.03694150616474,147.06633208360765,181.13617419155975,159.70054862626574,4291.470091845379,4271.541707956234,3990.835634316263,1770.694476775553,1700.211200987373,1749.8118123280706,1708.8680881446153,526.7439227478889,4081.614550992973,4185.308040734271,1830.1293508138913,1854.3388203751372,1691.8287259640188,1811.2065198061846,530.026430181082,4056.674140560919,4308.748150215603,1875.9671279489698,1762.1877280995375,1696.5013082048167,2004.8972268075518,529.2075250576293,,4237.993250669386,,1757.9529020809464,1834.8934989752263,1785.2675181868728,
2025-01-01,14:30:00,2025-01-01 14:30:00,114.53072834789384,143.38779154692725,147.64500876835206,,109.31349970826987,3990.9704259006467,1851.6284109004434,95.55453961485931,3857.214354649385,3928.8579795816704,3957.778642171483,4089.60185759007,-185.79360932938846,27.274106765081818,114.78023793668916,110.44594239409749,110.64934815502696,-0.6303374293972048,187.91266008396252,4016.7163134969387,3981.7675996185344,3960.2129757619064,1839.6355436676458,1779.1645099692125,1883.0741294274897,1832.0891539833012,517.8484969116643,4113.379511067305,4021.730754958242,1903.0245816662375,2034.1328862372548,2030.873458201265,1917.4679298711194,523.3766816915886,3884.552168370224,3860.1087790181773,1780.4993899186056,1603.8317478796082,2005.3573399324137,1888.6567146502439,566.534239899583,,4035.109648253887,,1835.615858990344,2009.3795981981575,1814.1089633919353,
2025-01-01,15:00:00,2025-01-01 15:00:00,150.59887768526036,140.91183697796535,142.0414682796431,,71.20606206626144,4211.337054152859,2244.346775047642,-49.559139729418604,4273.140050417936,4164.346472211193,4173.708344050513,4377.85237580089,-192.60981062404375,28.87653932226148,160.62579648685318,151.94182842244092,138.41826754302753,-17.34769586151433,217.56312706121355,4227.029599277647,4212.646046031283,4357.930501107885,2099.942126287651,2368.5559522539497,2080.3970095051764,2182.288303485348,502.9165235823678,4168.437233259916,4138.0337244343955,2266.979377684495,2108.2568896386097,2069.6206083941047,2410.2545875939677,496.3150077753339,4142.854466212146,4379.626039738757,1992.464737548611,2195.3965299614833,2088.8587358746136,2283.113744813121,446.0429628403557,,4227.1879866720365,,2096.531877721024,1983.3601002449416,2163.4889503800514,
2025-01-01,15:30:00,2025-01-01 15:30:00,159.96994516773958,146.93193171425395,152.52420355530614,,125.99435014060958,4209.232392926726,1788.946718362359,93.57902549856219,4126.848280524904,4136.510408111888,4106.311328332021,4354.129240300843,42.48952594033531,38.8486141787773,168.77474497063696,147.80373777719277,187.78977778955675,-239.44356133503643,-110.87831603590148,4195.482647650396,4243.780422455281,4132.14608936097,1751.6851668113236,1864.0713645769943,1744.9815999350842,1685.83678504923,562.9693658130956,4236.55650991027,4319.914881108372,1710.568552596253,1709.0274973596556,1714.5313601119042,1776.2526647555146,433.7266954518718,4170.577747984625,4008.7991029393943,1768.005403875657,1568.8682160896055,1762.935158850102,2003.6499179905477,451.56814485309724,,4217.525798067414,,1819.827066589691,1755.3603887938862,1733.8078118785957,
2025-01-01,16:00:00,2025-01-01 16:00:00,168.05610512737368,139.87193187404785,144.68764844917857,,93.47594994361489,4256.432985288138,1658.4745369351615,402.38716167520903,4163.769948891207,4255.836559767063,4266.248912069799,4226.33342406262,339.135510694084,-1.714083833251678,168.54868612522333,171.0432756764683,188.08121605561496,327.79620071413075,32.17069457432261,4341.58224839715,4278.613202498476,4154.940694894412,1899.7495907394814,1748.6209168867176,1480.2174122118386,1528.2193585962773,425.0859235020845,4176.860593198651,4265.842485052598,1735.3441847521385,1785.5715246040802,1677.76812594696,1712.6271749406264,391.7107205488474,4136.0063963462635,4354.088622971103,1715.9568330718373,1731.5388273381104,1688.0825724160868,1622.6542785388265,408.9039642245889,,4204.514881847854,,1653.5892709564657,1535.7758176104917,1766.0079869918366,
